hhid,personid,pernum,resptype,age,relationship,gender,employment,jobs_count,worker,student,school,education,smartphone,license,vehicle,tollfreq,work_cnty,work_city,work_zip,work_st,school_freq,school_cnty,school_city,school_zip,school_st,trips_yesno,numtrips,loc_start,loc_end,no_travel,noneed_dayoff,noneed_telecommute,noneed_workhomenoapay,noneed_kidsvacation,noneed_other,unable_notransport,unable_sick,unable_visitor,unable_other,added_trip_flag,added_loop,added_quick,added_stop,added_dropoff,added_parking,added_other,typical,purchase,transit_freq,bike_freq,walk_freq,transitpay_orca,transitpay_cash,transitpay_tickets,transitpay_upass,transitpay_permit,transitpay_flex,transitpay_access,transitpay_school,transitpay_govt,transitpay_other,transitpay_dontknow,transitpay_free,transit_subsidy,hours_work,commute_freq,telecommute_freq,commute_dur,selfemp_dur,drive_living,night_shift,choose_work,choose_weather,telecommute,telecommute_hours,commute_mode,benefits_flextime,benefits_compressed,benefits_parking,benefits_transit,benefits_commute,wpktyp,wpk_dur,wpk_dis,prev_work_wa,prev_work_loc_cnty,prev_work_loc_city,prev_work_loc_zip,prev_work_loc_st,prev_work_loc_x,smartphone_type,smartphone_type6_r,smartphone_dr,smartphone_dr14_r,smartphone_ip,smartphone_ip9_r,carpool_gascost,carpool_parkingcost,carpool_tolls,carpool_hov,transit_avail,carpool_other,carpool_none,carpool_na,carshare_car2go,carshare_relayrides,carshare_zipcar,carshare_none,carshare_dontknow,carshare_other,prontoshare,share_freq_car2go,share_freq_relayrides,share_freq_zipcar,share_freq_othercar,share_freq_lyft,share_freq_sidecar,share_freq_uberx,share_freq_pronto,av_interest_nodriver,av_interest_backupdriver,av_interest_commutesov,av_interest_commutehov,av_interest_own,av_interest_carshare,av_interest_short,av_concern_safeequip,av_concern_legal,av_concern_safeveh,av_concern_react,av_concern_perform,wbt_more_transitsafety,wbt_more_transitfreq,wbt_more_reliability,bike3mile,telecommute_if,diary_duration_minutes,user_ismobiledevice,person_should_take_diary,proxy,expwt_h1415
14104334,1410433402,2,2,6,1,1,5,,0,1,,6,1,1,1,5,,,,,,,,,,2,0,1,1,1,,0,0,1,0,,,,,0,,,,,,,1,2,6,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,4,2,,,4,3,4,1,3,1,1,1,4,4,4,2,,3,FALSE,1,1,73.50843827
14104334,1410433403,3,3,1,2,1,,,0,,2,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,73.50843827
14104334,1410433404,4,3,1,2,1,,,0,,8,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,73.50843827
14104338,1410433801,1,1,9,0,2,2,1,1,1,,6,3,1,1,6,1,SEATTLE,98168,WA,,,,,,1,2,1,1,,,,,,,,,,,0,,,,,,,2,2,5,7,5,0,1,0,0,0,0,0,0,0,0,0,0,,6,5,8,3,,1,1,1,1,1,,1,1,1,1,1,1,8,,,3,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,6,6,6,6,6,6,6,1,1,1,1,1,6,3,6,1,4,13,FALSE,1,1,907.4341098
14104342,1410434201,1,1,8,0,1,1,2,1,1,,3,1,1,1,5,1,SEATTLE,98109,WA,,,,,,1,6,1,1,,,,,,,,,,,0,,,,,,,2,2,7,7,6,,,,,,,,,,,,,,1,1,9,5,,2,2,2,2,1,,1,3,1,3,2,2,2,,,,,,,,,6,nokia lumia,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,2,5,2,3,2,5,2,2,2,2,2,2,6,6,6,2,4,25,FALSE,1,1,512.9421511
14104342,1410434202,2,2,8,1,2,1,1,1,1,,5,1,1,2,6,4,EVERETT,98204,WA,,,,,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,7,7,7,,,,,,,,,,,,,,2,2,9,1,,1,2,1,2,1,,5,1,1,1,4,3,1,,,1,1,KENT,98032,WA,,1,,27,,,,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,10,FALSE,1,3,512.9421511
14104343,1410434301,1,1,8,0,2,1,1,1,1,,3,1,1,,6,1,SEATAC,98188,WA,,,,,,1,3,1,1,,,,,,,,,,,0,,,,,,,1,2,3,6,4,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3,9,5,,1,1,1,1,1,,8,3,3,2,3,4,1,,,,,,,,,1,,1,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,2,2,1,2,2,2,3,2,1,1,2,1,1,1,1,3,1,27,FALSE,1,1,133.6815934
14104344,1410434401,1,1,10,0,2,2,1,1,1,,7,3,1,1,6,1,AUBURN,98092,WA,,,,,,1,6,1,1,,,,,,,,,,,0,,,,,,,2,1,7,6,6,,,,,,,,,,,,,,5,4,9,5,,1,1,1,1,1,,1,1,1,3,1,1,1,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,2,4,6,5,6,3,2,2,2,2,1,1,5,4,4,2,5,31,FALSE,1,1,766.0113361
14104353,1410435301,1,1,7,0,1,1,1,1,2,5,5,1,1,,5,1,SEATTLE,98101,WA,5,1,SEATTLE,98122,WA,1,2,1,1,,,,,,,,,,,1,1,0,0,0,0,0,1,2,2,7,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,9,2,,1,1,2,2,1,,7,2,2,1,3,2,8,,,1,1,SEATTLE,98104,WA,,2,,,,21,,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,6,7,5,7,6,7,6,7,1,1,1,2,5,1,1,2,5,2,1,2,,,,4,4,24,FALSE,1,1,20.60903297
14104356,1410435601,1,1,12,0,1,6,,0,1,,7,1,1,,6,,,,,,,,,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,1,7,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,17,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,,,5,5,5,6,2,6,6,6,,,,1,,13,FALSE,1,1,21.53698211
14104361,1410436101,1,1,8,0,2,1,1,1,1,,7,3,1,1,5,1,KENT,98032,WA,,,,,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,8,6,,1,1,2,2,1,,3,3,2,3,1,3,1,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,5,7,7,7,7,7,7,7,5,5,5,5,5,5,4,2,2,2,2,2,6,6,6,4,3,36,TRUE,1,1,71.25256498
14104361,1410436102,2,2,7,1,1,2,1,1,1,,7,1,1,1,5,.,,,,,,,,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,9,,,,1,1,,,2,3,,3,1,1,1,1,,,,,,,,,,1,,3,,,,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,13,TRUE,1,3,71.25256498
14104361,1410436103,3,3,2,2,1,,,0,,3,,,,,,,,,,2,1,SEATTLE,98144,WA,1,2,1,1,,,,,,,,,,,0,,,,,,,1,,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TRUE,1,3,71.25256498
14104361,1410436104,4,3,2,2,1,,,0,,3,,,,,,,,,,2,1,SEATTLE,98144,WA,1,5,1,1,,,,,,,,,,,0,,,,,,,1,,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,TRUE,1,3,71.25256498
14104364,1410436401,1,1,7,0,1,1,1,1,1,,5,1,1,1,6,1,SEATTLE,98121,WA,,,,,,1,3,1,1,,,,,,,,,,,0,,,,,,,1,2,6,2,3,,,,,,,,,,,,,,2,2,8,3,,1,1,1,1,1,,6,3,1,1,1,3,8,,,1,1,SEATTLE,98101,WA,,1,,2,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,7,7,7,7,7,7,5,7,3,5,5,4,3,3,5,2,1,1,1,1,2,1,1,5,1,9,FALSE,1,1,60.97058999
14104364,1410436402,2,2,7,1,1,2,2,1,3,5,3,1,1,99,6,1,SEATTLE,98122,WA,2,1,SEATTLE,98122,WA,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,6,3,2,,,,,,,,,,,,,,5,3,9,1,,1,2,1,1,1,,6,3,3,1,1,1,8,,,1,1,SEATTLE,98104,WA,,1,,2,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,7,7,7,7,6,7,6,7,1,1,1,5,1,1,1,2,4,4,1,2,6,6,6,5,1,26,FALSE,1,1,60.97058999
14104365,1410436501,1,1,11,0,1,6,,0,1,,7,3,1,1,5,,,,,,,,,,2,0,1,1,1,,0,1,0,0,,,,,0,,,,,,,2,2,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,4,4,,,4,4,4,1,1,1,1,1,4,4,4,1,,7,FALSE,1,1,25.2934334
14104366,1410436601,1,1,12,0,1,6,,0,1,,7,3,1,1,6,,,,,,,,,,2,0,1,1,1,,0,0,0,1,,,,,0,,,,,,,1,2,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,3,3,,,3,5,2,3,2,3,2,3,6,6,6,1,,4,FALSE,1,1,25.2934334
14104367,1410436701,1,1,10,0,1,6,,0,1,,2,3,1,,6,,,,,,,,,,1,12,1,1,,,,,,,,,,,0,,,,,,,2,2,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,,,5,5,5,1,1,1,1,1,,,,1,,20,FALSE,1,1,71.36216037
14104368,1410436801,1,1,6,0,1,1,1,1,1,,7,1,1,,5,1,SEATTLE,98101,WA,,,,,,1,6,1,1,,,,,,,,,,,1,1,0,0,0,0,0,1,2,6,2,2,,,,,,,,,,,,,,2,3,6,2,,1,1,1,1,2,8,6,1,1,1,2,2,8,,,1,1,SEATTLE,98122,WA,,2,,,,22,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,6,7,7,7,7,7,6,7,1,1,1,1,1,1,1,2,2,2,2,2,6,3,3,5,,173,FALSE,1,1,17.43469952
14104369,1410436901,1,1,10,0,1,6,,0,1,,6,1,2,,6,,,,,,,,,,1,10,1,1,,,,,,,,,,,0,,,,,,,2,2,1,7,1,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,26,Samsung ?,,Samsung ?,,,,,,,,,,,,,,,4,7,7,7,7,7,7,7,,2,1,,,5,6,1,1,1,1,1,1,,,,1,,18,FALSE,1,1,68.46188797
14104371,1410437101,1,1,10,0,2,6,,0,1,,7,3,1,1,6,,,,,,,,,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,4,3,,,3,3,2,3,3,3,3,3,4,5,5,1,,18,FALSE,1,1,13.39684076
14104372,1410437201,1,1,7,0,1,1,1,1,1,,5,1,1,2,6,3,TACOMA,98402,WA,,,,,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,1,7,6,4,,,,,,,,,,,,,,2,2,8,5,,1,1,3,1,1,,1,1,1,1,1,1,3,,,,,,,,,1,,26,LG,,LG,1,1,1,1,1,0,0,0,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,3,2,3,5,2,5,2,5,1,1,4,1,4,4,4,1,1,24,FALSE,1,1,102.9556572
14104372,1410437202,2,2,5,2,2,7,,0,3,5,3,1,1,3,5,,,,,2,3,TACOMA,98466,WA,1,8,1,1,,,,,,,,,,,0,,,,,,,1,2,6,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,26,8166?,,8166?,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,2,2,,,2,2,2,1,4,1,4,4,5,5,5,3,,18,FALSE,1,1,102.9556572
14104374,1410437401,1,1,8,0,2,1,1,1,1,,3,3,1,1,5,4,MONROE,98272,WA,,,,,,1,9,1,1,,,,,,,,,,,0,,,,,,,2,2,7,7,7,,,,,,,,,,,,,,2,2,9,4,,1,1,1,2,1,,1,1,1,3,1,1,1,,,1,4,SNOHOMISH,98290,WA,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,5,5,5,5,5,1,1,1,1,1,5,5,5,1,1,59,FALSE,1,1,1825.399984
14104381,1410438101,1,1,10,0,1,1,1,1,1,,5,3,1,1,6,5,LACEY,98503,WA,,,,,,1,3,1,1,,,,,,,,,,,0,,,,,,,1,2,7,7,3,,,,,,,,,,,,,,3,2,9,3,,1,1,1,1,1,,5,1,1,3,3,3,1,,,1,1,SEATTLE,98106,WA,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,6,6,6,1,6,6,6,1,1,1,1,1,6,6,6,2,5,27,FALSE,1,1,110.5818164
14104389,1410438901,1,1,6,0,2,1,2,1,1,,4,1,2,,7,3,TACOMA,98402,WA,,,,,,1,2,1,1,,,,,,,,,,,1,0,0,1,0,0,0,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,3,2,2,4,,1,2,1,1,1,,6,1,1,2,1,1,8,,,3,,,,,,1,,3,,,,1,1,1,1,1,0,0,0,,,,,,,4,7,7,7,7,7,7,7,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,25,TRUE,1,1,99.728225
14104390,1410439001,1,1,5,0,1,5,,0,1,,3,1,2,,4,,,,,,,,,,1,4,1,1,,,,,,,,,,,0,,,,,,,2,2,2,6,1,1,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,4,7,7,7,7,7,7,7,,1,2,,,2,2,2,2,3,2,2,2,,,,3,,14,TRUE,1,1,190.0539473
14104390,1410439002,2,2,6,1,2,1,1,1,1,,2,3,2,,4,.,,,,,,,,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,5,3,10,,,,1,1,,,1,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,7,7,7,7,7,7,,2,2,,,2,2,2,2,3,2,3,3,,,,5,,6,TRUE,1,2,190.0539473
14104390,1410439003,3,3,1,2,1,,,0,,8,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,190.0539473
14104390,1410439004,4,3,1,2,1,,,0,,8,,,,,,,,,,,,,,,,2,1,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,190.0539473
14104394,1410439401,1,1,6,0,1,1,1,1,1,,4,1,1,,6,1,SEATTLE,98122,WA,,,,,,1,2,1,1,,,,,,,,,,,0,,,,,,,2,2,1,7,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,9,3,,1,1,1,1,1,,8,1,1,1,3,1,8,,,1,3,LAKEWOOD,98499,WA,,1,,26,Samsung Galaxy Light,,Samsung Galaxy Light,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,1,1,1,1,1,1,1,3,3,3,3,3,,,,3,5,18,FALSE,1,1,333.4643116
14104399,1410439901,1,1,12,0,2,6,,0,1,,6,3,1,,6,,,,,,,,,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,6,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,5,5,,,5,5,5,1,2,2,2,1,4,4,4,1,,16,FALSE,1,1,6.718183042
14104399,1410439902,2,2,12,1,1,6,,0,1,,6,3,1,,6,,,,,,,,,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,6,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,5,5,,,5,5,5,1,1,1,1,1,4,4,4,1,,9,FALSE,1,2,6.718183042
14104402,1410440201,1,1,11,0,2,6,,0,1,,3,3,1,1,6,,,,,,,,,,1,4,1,1,,,,,,,,,,,0,,,,,,,2,2,3,7,1,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,5,5,,,5,5,5,1,1,1,1,1,2,2,2,1,,35,FALSE,1,1,11.96299952
14104404,1410440401,1,1,10,0,1,6,,0,1,,6,1,2,,6,,,,,,,,,,1,7,1,1,,,,,,,,,,,0,,,,,,,1,1,5,7,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,27,,,,,,,,,,,,,,,,,,3,7,7,7,7,7,7,7,7,5,5,,,5,5,5,3,3,3,3,3,4,4,4,1,,49,FALSE,1,1,30.78963034
14104404,1410440402,2,2,10,1,2,6,,0,1,,3,1,1,1,6,,,,,,,,,,1,9,1,1,,,,,,,,,,,0,,,,,,,1,2,6,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,27,,,,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,1,1,,,1,3,3,5,5,5,5,5,4,4,4,1,,22,FALSE,1,1,30.78963034
14104406,1410440601,1,1,6,0,1,1,1,1,1,,7,1,1,2,2,1,SEATTLE,98101,WA,,,,,,1,6,1,1,,,,,,,,,,,0,,,,,,,1,2,4,5,3,1,0,0,0,0,0,0,0,0,0,0,0,5,2,2,7,2,,1,1,1,1,1,,1,1,1,1,1,1,2,,,2,8,LOS ANGELES,,CA,0,2,,,,18,,1,1,1,1,1,0,0,0,0,0,0,1,0,0,3,7,7,6,7,5,6,4,5,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,,59,FALSE,1,1,30.70104838
14104409,1410440901,1,1,8,0,1,7,,0,1,,4,2,1,1,6,,,,,,,,,,1,2,1,1,,,,,,,,,,,0,,,,,,,2,2,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,3,4,,,4,2,4,2,2,2,2,4,5,5,5,2,,28,FALSE,1,1,50.09157537
14104410,1410441001,1,1,9,0,2,6,,0,1,,5,2,2,,5,,,,,,,,,,1,2,1,1,,,,,,,,,,,1,0,0,0,0,0,1,1,2,2,7,2,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,26,KYOCERA RISE,,KYOCERA RISE,,,,,,,,,,,,,,,4,7,7,7,7,7,7,7,,5,5,,,5,5,5,1,3,1,1,1,,,,4,,31,FALSE,1,1,69.08924305
14104411,1410441101,1,1,8,0,1,1,1,1,1,,6,1,1,1,3,1,SEATTLE,98121,WA,,,,,,1,10,1,1,,,,,,,,,,,1,1,0,0,0,0,0,2,2,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,,3,2,9,6,,1,1,1,1,1,,1,1,1,1,1,1,2,,,,,,,,,2,,,,17,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,7,7,7,6,6,7,6,,1,2,3,2,1,2,1,3,3,3,3,3,4,3,4,3,2,21,FALSE,1,1,58.69270212
14104412,1410441201,1,1,9,0,2,1,1,1,1,,6,1,1,1,5,1,SEATTLE,98122,WA,,,,,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4,3,4,9,4,,1,1,1,2,1,,6,1,3,1,3,3,8,,,1,1,SEATTLE,98104,WA,,4,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,2,2,5,5,2,5,2,2,2,2,2,2,3,3,3,5,1,22,TRUE,1,1,17.43122488
14104412,1410441202,2,2,9,1,1,3,1,1,1,,5,1,1,1,5,1,SEATTLE,98102,WA,,,,,,1,8,1,1,,,,,,,,,,,1,1,0,0,0,0,0,1,2,6,6,1,,,,,,,,,,,,,,2,2,9,1,5,2,1,2,1,1,,1,,,,,,1,,,1,1,SEATTLE,98144,WA,,2,,,,17,,1,1,0,0,0,1,0,0,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,5,4,2,2,2,2,2,1,1,1,1,1,2,2,2,4,2,58,TRUE,1,2,17.43122488
14104416,1410441601,1,1,6,0,1,1,1,1,1,,6,1,1,1,5,1,SEATTLE,98121,WA,,,,,,1,2,3,1,,,,,,,,,,,0,,,,,,,2,2,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,9,3,,1,1,1,2,1,,7,1,1,1,3,1,8,,,1,1,KENT,98032,WA,,1,,26,BLUDash,,BLUDash,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,7,7,7,7,6,7,6,7,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,14,FALSE,1,1,120.5108713
14104417,1410441701,1,1,9,0,1,1,1,1,2,5,6,1,1,1,6,1,SEATTLE,98108,WA,8,,,,,1,5,1,1,,,,,,,,,,,0,,,,,,,1,2,6,7,5,,,,,,,,,,,,,,2,2,9,2,,1,1,1,2,1,,1,1,1,3,1,1,1,,,1,1,SEATTLE,98115,WA,,1,,26,Samsung Mega,,Samsung Mega,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,24,FALSE,1,1,758.9945116
14104417,1410441702,2,2,6,2,1,1,2,1,1,,4,1,1,2,7,1,SEATTLE,98105,WA,,,,,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,7,7,7,,,,,,,,,,,,,,2,2,9,6,,1,1,1,1,1,,1,1,1,3,1,1,2,,,,,,,,,1,,26,Samsung Galaxy 6,,Samsung Galaxy 6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,1,1,10,FALSE,1,1,758.9945116
14104417,1410441703,3,2,6,2,2,7,,0,1,,2,3,2,,7,,,,,,,,,,2,0,1,1,1,,0,0,0,1,,,,,0,,,,,,,1,2,4,7,2,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,7,7,7,7,7,7,,5,5,,,5,5,5,5,5,5,5,5,2,2,2,1,,4,FALSE,1,1,758.9945116
14104417,1410441704,4,3,3,5,2,,,0,,3,,,,,,,,,,3,1,SEATTLE,98118,WA,2,0,1,1,1,,0,0,1,0,,,,,0,,,,,,,1,,7,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,FALSE,1,1,758.9945116
14104419,1410441901,1,1,7,0,2,1,1,1,1,,6,1,1,1,6,1,SEATTLE,98101,WA,,,,,,1,4,1,1,,,,,,,,,,,0,,,,,,,2,2,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2,3,6,6,,1,1,1,2,1,,6,2,4,1,3,2,8,,,,,,,,,2,,,,20,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,7,7,7,7,7,7,7,7,4,4,5,5,5,5,4,1,3,4,1,3,1,1,2,5,,12,FALSE,1,1,222.5173454
14104419,1410441902,2,2,7,1,1,5,,0,1,,6,1,1,1,6,,,,,,,,,,1,6,1,1,,,,,,,,,,,0,,,,,,,2,2,4,6,3,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,19,,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,11,FALSE,1,3,222.5173454
14104419,1410441903,3,3,2,2,1,,,0,,4,,,,,,,,,,,,,,,1,6,1,1,,,,,,,,,,,0,,,,,,,1,,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,FALSE,1,3,222.5173454
14104419,1410441904,4,3,2,2,2,,,0,,4,,,,,,,,,,,,,,,1,6,1,1,,,,,,,,,,,0,,,,,,,1,,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FALSE,1,3,222.5173454
14104419,1410441905,5,3,1,2,1,,,0,,8,,,,,,,,,,,,,,,,6,1,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,222.5173454
14104420,1410442001,1,1,8,0,1,5,,0,1,,1,1,1,1,6,,,,,,,,,,1,7,1,1,,,,,,,,,,,0,,,,,,,1,2,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,21,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,1,2,,,1,2,2,2,2,6,1,1,4,4,4,3,,27,FALSE,1,1,1764.372088
14104420,1410442002,2,2,8,1,2,1,1,1,1,,1,1,1,2,6,1,FEDERAL WAY,98003,WA,,,,,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,7,7,7,,,,,,,,,,,,,,1,1,9,1,,2,1,2,1,1,,2,1,1,3,1,4,1,,,1,1,KIRKLAND,98034,WA,,2,,,,18,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,14,FALSE,1,3,1764.372088
